Building Name ESP;Building Name ING;Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
Castillo Del Monte;Castel Del Monte;10;11;718;451;80;40;15;5;0;152;76;29;10;0
Castillo Del Monte;Castel Del Monte;11;12;736;440;90;45;15;5;0;171;86;29;10;0
Castillo Del Monte;Castel Del Monte;12;13;754;430;100;50;15;5;0;190;95;29;10;0
Castillo Del Monte;Castel Del Monte;13;14;773;411;110;55;20;5;0;209;105;38;10;0
Castillo Del Monte;Castel Del Monte;14;15;792;402;120;60;20;5;0;228;114;38;10;0
Castillo Del Monte;Castel Del Monte;15;16;812;402;125;65;20;5;0;238;124;38;10;0
Castillo Del Monte;Castel Del Monte;16;17;833;376;140;70;25;5;0;266;133;48;10;0
Castillo Del Monte;Castel Del Monte;17;18;853;367;150;75;25;5;0;285;143;48;10;0
Castillo Del Monte;Castel Del Monte;18;19;875;370;155;80;25;5;0;295;152;48;10;0
Castillo Del Monte;Castel Del Monte;19;20;897;336;170;85;30;10;0;323;162;57;19;0
Castillo Del Monte;Castel Del Monte;20;21;919;330;180;90;30;10;0;342;171;57;19;0
Castillo Del Monte;Castel Del Monte;21;22;942;324;190;95;30;10;0;361;181;57;19;0
Castillo Del Monte;Castel Del Monte;22;23;965;309;200;100;35;10;0;380;190;67;19;0
Castillo Del Monte;Castel Del Monte;23;24;990;305;210;105;35;10;0;399;200;67;19;0
Castillo Del Monte;Castel Del Monte;24;25;1014;301;220;110;35;10;0;418;209;67;19;0
Castillo Del Monte;Castel Del Monte;25;26;1040;289;230;115;40;10;0;437;219;76;19;0
Castillo Del Monte;Castel Del Monte;26;27;1066;287;240;120;40;10;0;456;228;76;19;0
Castillo Del Monte;Castel Del Monte;27;28;1092;284;250;125;40;10;0;475;238;76;19;0
Castillo Del Monte;Castel Del Monte;28;29;1120;254;265;135;45;10;0;504;257;86;19;0
Castillo Del Monte;Castel Del Monte;29;30;1148;254;275;140;45;10;0;523;266;86;19;0
Castillo Del Monte;Castel Del Monte;30;31;1176;224;285;145;50;15;5;542;276;95;29;10
Castillo Del Monte;Castel Del Monte;31;32;1206;226;295;150;50;15;5;561;285;95;29;10
Castillo Del Monte;Castel Del Monte;32;33;1236;218;310;155;50;15;5;589;295;95;29;10
Castillo Del Monte;Castel Del Monte;33;34;1267;211;320;160;55;15;5;608;304;105;29;10
Castillo Del Monte;Castel Del Monte;34;35;1298;213;330;165;55;15;5;627;314;105;29;10
Castillo Del Monte;Castel Del Monte;35;36;1331;218;340;170;55;15;5;646;323;105;29;10
Castillo Del Monte;Castel Del Monte;36;37;1364;194;355;180;60;15;5;675;342;114;29;10
Castillo Del Monte;Castel Del Monte;37;38;1398;199;365;185;60;15;5;694;352;114;29;10
Castillo Del Monte;Castel Del Monte;38;39;1433;196;375;190;65;15;5;713;361;124;29;10
Castillo Del Monte;Castel Del Monte;39;40;1469;194;390;195;65;15;5;741;371;124;29;10
Castillo Del Monte;Castel Del Monte;40;41;1506;203;400;200;65;15;5;760;380;124;29;10
Castillo Del Monte;Castel Del Monte;41;42;1543;193;410;205;70;20;5;779;390;133;38;10
Castillo Del Monte;Castel Del Monte;42;43;1582;184;425;215;70;20;5;808;409;133;38;10
Castillo Del Monte;Castel Del Monte;43;44;1621;185;435;220;75;20;5;827;418;143;38;10
Castillo Del Monte;Castel Del Monte;44;45;1662;188;450;225;75;20;5;855;428;143;38;10
Castillo Del Monte;Castel Del Monte;45;46;1703;201;460;230;75;20;5;874;437;143;38;10
Castillo Del Monte;Castel Del Monte;46;47;1746;206;470;235;80;20;5;893;447;152;38;10
Castillo Del Monte;Castel Del Monte;47;48;1789;201;485;245;80;20;5;922;466;152;38;10
Castillo Del Monte;Castel Del Monte;48;49;1834;208;495;250;85;20;5;941;475;162;38;10
Castillo Del Monte;Castel Del Monte;49;50;1880;216;510;255;85;20;5;969;485;162;38;10
Castillo Del Monte;Castel Del Monte;50;51;1927;235;520;260;85;20;5;988;494;162;38;10
Castillo Del Monte;Castel Del Monte;51;52;1975;216;535;270;90;25;5;1017;513;171;48;10
Castillo Del Monte;Castel Del Monte;52;53;2025;237;545;275;90;25;5;1036;523;171;48;10
Castillo Del Monte;Castel Del Monte;53;54;2075;240;560;280;95;25;5;1064;532;181;48;10
Castillo Del Monte;Castel Del Monte;54;55;2127;263;570;285;95;25;5;1083;542;181;48;10
Castillo Del Monte;Castel Del Monte;55;56;2180;259;585;295;100;25;5;1112;561;190;48;10
Castillo Del Monte;Castel Del Monte;56;57;2235;286;595;300;100;25;5;1131;570;190;48;10
Castillo Del Monte;Castel Del Monte;57;58;2291;304;610;305;100;25;5;1159;580;190;48;10
Castillo Del Monte;Castel Del Monte;58;59;2348;323;620;310;105;25;5;1178;589;200;48;10
Castillo Del Monte;Castel Del Monte;59;60;2406;333;635;320;105;25;5;1207;608;200;48;10
Castillo Del Monte;Castel Del Monte;60;61;2467;347;645;325;110;30;5;1226;618;209;57;10
Castillo Del Monte;Castel Del Monte;61;62;2528;371;660;330;110;30;5;1254;627;209;57;10
Castillo Del Monte;Castel Del Monte;62;63;2591;405;670;335;110;30;5;1273;637;209;57;10
Castillo Del Monte;Castel Del Monte;63;64;2656;412;685;345;115;30;5;1302;656;219;57;10
Castillo Del Monte;Castel Del Monte;64;65;2723;442;700;350;115;30;5;1330;665;219;57;10
Castillo Del Monte;Castel Del Monte;65;66;2791;472;710;355;120;30;5;1349;675;228;57;10
Castillo Del Monte;Castel Del Monte;66;67;2860;493;725;365;120;30;5;1378;694;228;57;10
Castillo Del Monte;Castel Del Monte;67;68;2932;527;735;370;125;30;5;1397;703;238;57;10
Castillo Del Monte;Castel Del Monte;68;69;3005;562;750;375;125;30;5;1425;713;238;57;10
Castillo Del Monte;Castel Del Monte;69;70;3080;570;765;385;130;35;5;1454;732;247;67;10
Castillo Del Monte;Castel Del Monte;70;71;3157;619;775;390;130;35;5;1473;741;247;67;10
Castillo Del Monte;Castel Del Monte;71;72;3236;660;790;395;130;35;5;1501;751;247;67;10
Castillo Del Monte;Castel Del Monte;72;73;3317;683;805;405;135;35;5;1530;770;257;67;10
Castillo Del Monte;Castel Del Monte;73;74;3400;738;815;410;135;35;5;1549;779;257;67;10
Castillo Del Monte;Castel Del Monte;74;75;3485;776;830;415;140;35;5;1577;789;266;67;10
Castillo Del Monte;Castel Del Monte;75;76;3572;815;845;425;140;35;5;1606;808;266;67;10
Castillo Del Monte;Castel Del Monte;76;77;3661;866;855;430;145;35;5;1625;817;276;67;10
Castillo Del Monte;Castel Del Monte;77;78;3753;920;870;435;145;35;5;1653;827;276;67;10
Castillo Del Monte;Castel Del Monte;78;79;3847;939;885;445;150;40;10;1682;846;285;76;19
Castillo Del Monte;Castel Del Monte;79;80;3943;1007;895;450;150;40;10;1701;855;285;76;19
Castillo Del Monte;Castel Del Monte;80;81;4042;1068;910;455;150;40;10;1729;865;285;76;19
Castillo Del Monte;Castel Del Monte;81;82;4143;1111;925;465;155;40;10;1758;884;295;76;19
Castillo Del Monte;Castel Del Monte;82;83;4246;1186;935;470;155;40;10;1777;893;295;76;19
Castillo Del Monte;Castel Del Monte;83;84;4352;1245;950;475;160;40;10;1805;903;304;76;19
Castillo Del Monte;Castel Del Monte;84;85;4461;1306;965;485;160;40;10;1834;922;304;76;19
Castillo Del Monte;Castel Del Monte;85;86;4573;1371;980;490;165;40;10;1862;931;314;76;19
Castillo Del Monte;Castel Del Monte;86;87;4687;1456;990;495;165;40;10;1881;941;314;76;19
Castillo Del Monte;Castel Del Monte;87;88;4804;1506;1005;505;170;45;10;1910;960;323;86;19
Castillo Del Monte;Castel Del Monte;88;89;4924;1589;1020;510;170;45;10;1938;969;323;86;19
Castillo Del Monte;Castel Del Monte;89;90;5047;1654;1035;520;175;45;10;1967;988;333;86;19
Castillo Del Monte;Castel Del Monte;90;91;5173;1751;1045;525;175;45;10;1986;998;333;86;19
Castillo Del Monte;Castel Del Monte;91;92;5303;1844;1060;530;175;45;10;2014;1007;333;86;19
Castillo Del Monte;Castel Del Monte;92;93;5435;1919;1075;540;180;45;10;2043;1026;342;86;19
Castillo Del Monte;Castel Del Monte;93;94;5571;2017;1090;545;180;45;10;2071;1036;342;86;19
Castillo Del Monte;Castel Del Monte;94;95;5710;2098;1105;555;185;45;10;2100;1055;352;86;19
Castillo Del Monte;Castel Del Monte;95;96;5853;2213;1115;560;185;45;10;2119;1064;352;86;19
Castillo Del Monte;Castel Del Monte;96;97;5999;2303;1130;565;190;50;10;2147;1074;361;95;19
Castillo Del Monte;Castel Del Monte;97;98;6149;2405;1145;575;190;50;10;2176;1093;361;95;19
Castillo Del Monte;Castel Del Monte;98;99;6303;2512;1160;580;195;50;10;2204;1102;371;95;19
Castillo Del Monte;Castel Del Monte;99;100;6461;2622;1175;590;195;50;10;2233;1121;371;95;19
Castillo Del Monte;Castel Del Monte;100;101;6622;2745;1185;595;200;50;10;2252;1131;380;95;19
Castillo Del Monte;Castel Del Monte;101;102;6788;2874;1200;600;200;50;10;2280;1140;380;95;19
Castillo Del Monte;Castel Del Monte;102;103;6957;2985;1215;610;205;50;10;2309;1159;390;95;19
Castillo Del Monte;Castel Del Monte;103;104;7131;3121;1230;615;205;50;10;2337;1169;390;95;19
Castillo Del Monte;Castel Del Monte;104;105;7310;3233;1245;625;210;55;10;2366;1188;399;105;19
Castillo Del Monte;Castel Del Monte;105;106;7492;3378;1260;630;210;55;10;2394;1197;399;105;19
Castillo Del Monte;Castel Del Monte;106;107;7680;3508;1275;640;215;55;10;2423;1216;409;105;19
Castillo Del Monte;Castel Del Monte;107;108;7872;3671;1285;645;215;55;10;2442;1226;409;105;19
Castillo Del Monte;Castel Del Monte;108;109;8068;3830;1300;650;215;55;10;2470;1235;409;105;19
Castillo Del Monte;Castel Del Monte;109;110;8270;3975;1315;660;220;55;10;2499;1254;418;105;19
Castillo Del Monte;Castel Del Monte;110;111;8477;4144;1330;665;220;55;10;2527;1264;418;105;19
Castillo Del Monte;Castel Del Monte;111;112;8689;4298;1345;675;225;55;10;2556;1283;428;105;19
Castillo Del Monte;Castel Del Monte;112;113;8906;4478;1360;680;225;55;10;2584;1292;428;105;19
Castillo Del Monte;Castel Del Monte;113;114;9129;4635;1375;690;230;60;10;2613;1311;437;114;19
Castillo Del Monte;Castel Del Monte;114;115;9357;4825;1390;695;230;60;10;2641;1321;437;114;19
Castillo Del Monte;Castel Del Monte;115;116;9591;5001;1405;705;235;60;10;2670;1340;447;114;19
Castillo Del Monte;Castel Del Monte;116;117;9830;5212;1415;710;235;60;10;2689;1349;447;114;19
Castillo Del Monte;Castel Del Monte;117;118;10076;5411;1430;715;240;60;10;2717;1359;456;114;19
Castillo Del Monte;Castel Del Monte;118;119;10328;5615;1445;725;240;60;10;2746;1378;456;114;19
Castillo Del Monte;Castel Del Monte;119;120;10586;5826;1460;730;245;60;10;2774;1387;466;114;19
Castillo Del Monte;Castel Del Monte;120;121;10851;6043;1475;740;245;60;10;2803;1406;466;114;19
Castillo Del Monte;Castel Del Monte;121;122;11122;6247;1490;745;250;65;15;2831;1416;475;124;29
Castillo Del Monte;Castel Del Monte;122;123;11400;6477;1505;755;250;65;15;2860;1435;475;124;29
Castillo Del Monte;Castel Del Monte;123;124;11685;6715;1520;760;255;65;15;2888;1444;485;124;29
Castillo Del Monte;Castel Del Monte;124;125;11977;6959;1535;770;255;65;15;2917;1463;485;124;29
Castillo Del Monte;Castel Del Monte;125;126;12277;7212;1550;775;260;65;15;2945;1473;494;124;29
Castillo Del Monte;Castel Del Monte;126;127;12584;7471;1565;785;260;65;15;2974;1492;494;124;29
Castillo Del Monte;Castel Del Monte;127;128;12898;7738;1580;790;265;65;15;3002;1501;504;124;29
Castillo Del Monte;Castel Del Monte;128;129;13221;8013;1595;800;265;65;15;3031;1520;504;124;29
Castillo Del Monte;Castel Del Monte;129;130;13551;8287;1610;805;270;70;15;3059;1530;513;133;29
Castillo Del Monte;Castel Del Monte;130;131;13890;8578;1625;815;270;70;15;3088;1549;513;133;29
Castillo Del Monte;Castel Del Monte;131;132;14237;8878;1640;820;275;70;15;3116;1558;523;133;29
Castillo Del Monte;Castel Del Monte;132;133;14593;9186;1655;830;275;70;15;3145;1577;523;133;29
Castillo Del Monte;Castel Del Monte;133;134;14958;9504;1670;835;280;70;15;3173;1587;532;133;29
Castillo Del Monte;Castel Del Monte;134;135;15332;9830;1685;845;280;70;15;3202;1606;532;133;29
Castillo Del Monte;Castel Del Monte;135;136;15715;10166;1700;850;285;70;15;3230;1615;542;133;29
Castillo Del Monte;Castel Del Monte;136;137;16108;10511;1715;860;285;70;15;3259;1634;542;133;29
Castillo Del Monte;Castel Del Monte;137;138;16511;10857;1730;865;290;75;15;3287;1644;551;143;29
Castillo Del Monte;Castel Del Monte;138;139;16923;11221;1745;875;290;75;15;3316;1663;551;143;29
Castillo Del Monte;Castel Del Monte;139;140;17347;11598;1760;880;295;75;15;3344;1672;561;143;29
Castillo Del Monte;Castel Del Monte;140;141;17780;11983;1775;890;295;75;15;3373;1691;561;143;29
Castillo Del Monte;Castel Del Monte;141;142;18225;12381;1790;895;300;75;15;3401;1701;570;143;29
Castillo Del Monte;Castel Del Monte;142;143;18680;12788;1805;905;300;75;15;3430;1720;570;143;29
Castillo Del Monte;Castel Del Monte;143;144;19147;13208;1820;910;305;75;15;3458;1729;580;143;29
Castillo Del Monte;Castel Del Monte;144;145;19626;13639;1835;920;305;75;15;3487;1748;580;143;29
Castillo Del Monte;Castel Del Monte;145;146;20117;14074;1850;925;310;80;15;3515;1758;589;152;29
Castillo Del Monte;Castel Del Monte;146;147;20620;14529;1865;935;310;80;15;3544;1777;589;152;29
Castillo Del Monte;Castel Del Monte;147;148;21135;14997;1880;940;315;80;15;3572;1786;599;152;29
Castillo Del Monte;Castel Del Monte;148;149;21663;15477;1895;950;315;80;15;3601;1805;599;152;29
Castillo Del Monte;Castel Del Monte;149;150;22205;15972;1910;955;320;80;15;3629;1815;608;152;29
Castillo Del Monte;Castel Del Monte;150;151;22760;16479;1925;965;320;80;15;3658;1834;608;152;29
Castillo Del Monte;Castel Del Monte;151;152;23329;17001;1940;970;325;80;15;3686;1843;618;152;29
Castillo Del Monte;Castel Del Monte;152;153;23912;17536;1955;980;325;80;15;3715;1862;618;152;29
Castillo Del Monte;Castel Del Monte;153;154;24510;18058;1975;990;330;85;15;3753;1881;627;162;29
Castillo Del Monte;Castel Del Monte;154;155;25123;18633;1990;995;330;85;15;3781;1891;627;162;29
Castillo Del Monte;Castel Del Monte;155;156;25751;19203;2005;1005;335;85;15;3810;1910;637;162;29
Castillo Del Monte;Castel Del Monte;156;157;26395;19810;2020;1010;335;85;15;3838;1919;637;162;29
Castillo Del Monte;Castel Del Monte;157;158;27054;20412;2035;1020;340;85;15;3867;1938;646;162;29
Castillo Del Monte;Castel Del Monte;158;159;27731;21051;2050;1025;340;85;15;3895;1948;646;162;29
Castillo Del Monte;Castel Del Monte;159;160;28424;21686;2065;1035;345;85;15;3924;1967;656;162;29
Castillo Del Monte;Castel Del Monte;160;161;29135;22360;2080;1040;345;85;15;3952;1976;656;162;29
Castillo Del Monte;Castel Del Monte;161;162;29863;23013;2095;1050;350;90;20;3981;1995;665;171;38
Castillo Del Monte;Castel Del Monte;162;163;30610;23722;2110;1055;350;90;20;4009;2005;665;171;38
Castillo Del Monte;Castel Del Monte;163;164;31375;24429;2125;1065;355;90;20;4038;2024;675;171;38
Castillo Del Monte;Castel Del Monte;164;165;32159;25147;2145;1075;360;90;20;4076;2043;684;171;38
Castillo Del Monte;Castel Del Monte;165;166;32963;25914;2160;1080;360;90;20;4104;2052;684;171;38
Castillo Del Monte;Castel Del Monte;166;167;33787;26680;2175;1090;365;90;20;4133;2071;694;171;38
Castillo Del Monte;Castel Del Monte;167;168;34632;27487;2190;1095;365;90;20;4161;2081;694;171;38
Castillo Del Monte;Castel Del Monte;168;169;35498;28286;2205;1105;370;95;20;4190;2100;703;181;38
Castillo Del Monte;Castel Del Monte;169;170;36385;29136;2220;1110;370;95;20;4218;2109;703;181;38
Castillo Del Monte;Castel Del Monte;170;171;37295;29988;2235;1120;375;95;20;4247;2128;713;181;38
Castillo Del Monte;Castel Del Monte;171;172;38227;30863;2255;1130;375;95;20;4285;2147;713;181;38
Castillo Del Monte;Castel Del Monte;172;173;39183;31772;2270;1135;380;95;20;4313;2157;722;181;38
Castillo Del Monte;Castel Del Monte;173;174;40162;32703;2285;1145;380;95;20;4342;2176;722;181;38
Castillo Del Monte;Castel Del Monte;174;175;41166;33660;2300;1150;385;95;20;4370;2185;732;181;38
Castillo Del Monte;Castel Del Monte;175;176;42195;34641;2315;1160;385;95;20;4399;2204;732;181;38
Castillo Del Monte;Castel Del Monte;176;177;43250;35640;2330;1165;390;100;20;4427;2214;741;190;38
Castillo Himeji;Himeji Castle;0;1;90;61;10;5;0;0;0;19;10;0;0;0
Castillo Himeji;Himeji Castle;1;2;130;72;15;10;5;0;0;29;19;10;0;0
Castillo Himeji;Himeji Castle;2;3;240;153;25;15;5;0;0;48;29;10;0;0
Castillo Himeji;Himeji Castle;3;4;370;246;40;20;5;0;0;76;38;10;0;0
Castillo Himeji;Himeji Castle;4;5;490;318;50;25;10;5;0;95;48;19;10;0
Castillo Himeji;Himeji Castle;5;6;630;410;65;35;10;5;0;124;67;19;10;0
Castillo Himeji;Himeji Castle;6;7;770;503;80;40;15;5;0;152;76;29;10;0
Castillo Himeji;Himeji Castle;7;8;910;595;95;50;15;5;0;181;95;29;10;0
Castillo Himeji;Himeji Castle;8;9;1060;698;110;55;20;5;0;209;105;38;10;0
Castillo Himeji;Himeji Castle;9;10;1210;800;125;65;20;5;0;238;124;38;10;0
Castillo Himeji;Himeji Castle;10;11;1241;784;140;70;25;5;0;266;133;48;10;0
Castillo Himeji;Himeji Castle;11;12;1272;767;155;80;25;5;0;295;152;48;10;0
Castillo Himeji;Himeji Castle;12;13;1304;743;170;85;30;10;0;323;162;57;19;0
Castillo Himeji;Himeji Castle;13;14;1336;727;185;95;30;10;0;352;181;57;19;0
Castillo Himeji;Himeji Castle;14;15;1370;694;205;105;35;10;0;390;200;67;19;0
Castillo Himeji;Himeji Castle;15;16;1404;691;220;110;35;10;0;418;209;67;19;0
Castillo Himeji;Himeji Castle;16;17;1439;669;235;120;40;10;0;447;228;76;19;0
Castillo Himeji;Himeji Castle;17;18;1475;638;255;130;45;10;0;485;247;86;19;0
Castillo Himeji;Himeji Castle;18;19;1512;637;270;135;45;10;0;513;257;86;19;0
Castillo Himeji;Himeji Castle;19;20;1549;588;290;145;50;15;5;551;276;95;29;10
Castillo Himeji;Himeji Castle;20;21;1588;579;305;155;50;15;5;580;295;95;29;10
Castillo Himeji;Himeji Castle;21;22;1628;552;325;165;55;15;5;618;314;105;29;10
Castillo Himeji;Himeji Castle;22;23;1668;526;345;175;60;15;5;656;333;114;29;10
Castillo Himeji;Himeji Castle;23;24;1710;531;360;180;60;15;5;684;342;114;29;10
Castillo Himeji;Himeji Castle;24;25;1753;507;380;190;65;15;5;722;361;124;29;10
Castillo Himeji;Himeji Castle;25;26;1797;494;400;200;65;15;5;760;380;124;29;10
Castillo Himeji;Himeji Castle;26;27;1842;473;415;210;70;20;5;789;399;133;38;10
Castillo Himeji;Himeji Castle;27;28;1888;452;435;220;75;20;5;827;418;143;38;10
Castillo Himeji;Himeji Castle;28;29;1935;442;455;230;75;20;5;865;437;143;38;10
Castillo Himeji;Himeji Castle;29;30;1983;424;475;240;80;20;5;903;456;152;38;10
Castillo Himeji;Himeji Castle;30;31;2033;407;495;250;85;20;5;941;475;162;38;10
Castillo Himeji;Himeji Castle;31;32;2084;420;510;255;85;20;5;969;485;162;38;10
Castillo Himeji;Himeji Castle;32;33;2136;396;530;265;90;25;5;1007;504;171;48;10
Castillo Himeji;Himeji Castle;33;34;2189;392;550;275;90;25;5;1045;523;171;48;10
Castillo Himeji;Himeji Castle;34;35;2244;380;570;285;95;25;5;1083;542;181;48;10
Castillo Himeji;Himeji Castle;35;36;2300;370;590;295;100;25;5;1121;561;190;48;10
Castillo Himeji;Himeji Castle;36;37;2357;370;610;305;100;25;5;1159;580;190;48;10
Castillo Himeji;Himeji Castle;37;38;2416;362;630;315;105;25;5;1197;599;200;48;10
Castillo Himeji;Himeji Castle;38;39;2477;348;650;325;110;30;5;1235;618;209;57;10
Castillo Himeji;Himeji Castle;39;40;2539;353;670;335;110;30;5;1273;637;209;57;10
Castillo Himeji;Himeji Castle;40;41;2602;349;690;345;115;30;5;1311;656;219;57;10
Castillo Himeji;Himeji Castle;41;42;2667;329;715;360;120;30;5;1359;684;228;57;10
Castillo Himeji;Himeji Castle;42;43;2734;329;735;370;125;30;5;1397;703;238;57;10
Castillo Himeji;Himeji Castle;43;44;2802;340;755;380;125;30;5;1435;722;238;57;10
Castillo Himeji;Himeji Castle;44;45;2872;334;775;390;130;35;5;1473;741;247;67;10
Castillo Himeji;Himeji Castle;45;46;2944;339;795;400;135;35;5;1511;760;257;67;10
Castillo Himeji;Himeji Castle;46;47;3017;355;815;410;135;35;5;1549;779;257;67;10
Castillo Himeji;Himeji Castle;47;48;3093;356;840;420;140;35;5;1596;798;266;67;10
Castillo Himeji;Himeji Castle;48;49;3170;366;860;430;145;35;5;1634;817;276;67;10
Castillo Himeji;Himeji Castle;49;50;3249;388;880;440;145;35;5;1672;836;276;67;10
Castillo Himeji;Himeji Castle;50;51;3331;386;900;450;150;40;10;1710;855;285;76;19
Castillo Himeji;Himeji Castle;51;52;3414;382;925;465;155;40;10;1758;884;295;76;19
Castillo Himeji;Himeji Castle;52;53;3499;401;945;475;160;40;10;1796;903;304;76;19
Castillo Himeji;Himeji Castle;53;54;3587;432;965;485;160;40;10;1834;922;304;76;19
Castillo Himeji;Himeji Castle;54;55;3676;445;990;495;165;40;10;1881;941;314;76;19
Castillo Himeji;Himeji Castle;55;56;3768;461;1010;505;170;45;10;1919;960;323;86;19
Castillo Himeji;Himeji Castle;56;57;3862;498;1030;515;170;45;10;1957;979;323;86;19
Castillo Himeji;Himeji Castle;57;58;3959;509;1055;530;175;45;10;2005;1007;333;86;19
Castillo Himeji;Himeji Castle;58;59;4058;542;1075;540;180;45;10;2043;1026;342;86;19
Castillo Himeji;Himeji Castle;59;60;4159;576;1095;550;185;45;10;2081;1045;352;86;19
Castillo Himeji;Himeji Castle;60;61;4263;614;1120;560;185;45;10;2128;1064;352;86;19
Castillo Himeji;Himeji Castle;61;62;4370;646;1140;570;190;50;10;2166;1083;361;95;19
Castillo Himeji;Himeji Castle;62;63;4479;668;1165;585;195;50;10;2214;1112;371;95;19
Castillo Himeji;Himeji Castle;63;64;4591;714;1185;595;200;50;10;2252;1131;380;95;19
Castillo Himeji;Himeji Castle;64;65;4706;763;1210;605;200;50;10;2299;1150;380;95;19
Castillo Himeji;Himeji Castle;65;66;4824;814;1230;615;205;50;10;2337;1169;390;95;19
Castillo Himeji;Himeji Castle;66;67;4944;839;1255;630;210;55;10;2385;1197;399;105;19
Castillo Himeji;Himeji Castle;67;68;5068;896;1275;640;215;55;10;2423;1216;409;105;19
Castillo Himeji;Himeji Castle;68;69;5194;956;1300;650;215;55;10;2470;1235;409;105;19
Castillo Himeji;Himeji Castle;69;70;5324;1020;1320;660;220;55;10;2508;1254;418;105;19
Castillo Himeji;Himeji Castle;70;71;5457;1066;1345;675;225;55;10;2556;1283;428;105;19
Castillo Himeji;Himeji Castle;71;72;5594;1128;1365;685;230;60;10;2594;1302;437;114;19
Castillo Himeji;Himeji Castle;72;73;5734;1202;1390;695;230;60;10;2641;1321;437;114;19
Castillo Himeji;Himeji Castle;73;74;5877;1259;1415;710;235;60;10;2689;1349;447;114;19
Castillo Himeji;Himeji Castle;74;75;6024;1340;1435;720;240;60;10;2727;1368;456;114;19
Castillo Himeji;Himeji Castle;75;76;6174;1414;1460;730;245;60;10;2774;1387;466;114;19
Castillo Himeji;Himeji Castle;76;77;6329;1463;1485;745;250;65;15;2822;1416;475;124;29
Castillo Himeji;Himeji Castle;77;78;6487;1564;1505;755;250;65;15;2860;1435;475;124;29
Castillo Himeji;Himeji Castle;78;79;6649;1650;1530;765;255;65;15;2907;1454;485;124;29
Castillo Himeji;Himeji Castle;79;80;6815;1731;1555;780;260;65;15;2955;1482;494;124;29
Castillo Himeji;Himeji Castle;80;81;6986;1835;1575;790;265;65;15;2993;1501;504;124;29
Castillo Himeji;Himeji Castle;81;82;7160;1943;1600;800;265;65;15;3040;1520;504;124;29
Castillo Himeji;Himeji Castle;82;83;7339;2027;1625;815;270;70;15;3088;1549;513;133;29
Castillo Himeji;Himeji Castle;83;84;7523;2144;1645;825;275;70;15;3126;1568;523;133;29
Castillo Himeji;Himeji Castle;84;85;7711;2257;1670;835;280;70;15;3173;1587;532;133;29
Castillo Himeji;Himeji Castle;85;86;7904;2364;1695;850;285;70;15;3221;1615;542;133;29
Castillo Himeji;Himeji Castle;86;87;8101;2495;1720;860;285;70;15;3268;1634;542;133;29
Castillo Himeji;Himeji Castle;87;88;8304;2602;1745;875;290;75;15;3316;1663;551;143;29
Castillo Himeji;Himeji Castle;88;89;8511;2742;1765;885;295;75;15;3354;1682;561;143;29
Castillo Himeji;Himeji Castle;89;90;8724;2880;1790;895;300;75;15;3401;1701;570;143;29
Castillo Himeji;Himeji Castle;90;91;8942;3012;1815;910;305;75;15;3449;1729;580;143;29
Castillo Himeji;Himeji Castle;91;92;9166;3170;1840;920;305;75;15;3496;1748;580;143;29
Castillo Himeji;Himeji Castle;92;93;9395;3324;1860;930;310;80;15;3534;1767;589;152;29
Castillo Himeji;Himeji Castle;93;94;9630;3472;1885;945;315;80;15;3582;1796;599;152;29
Castillo Himeji;Himeji Castle;94;95;9870;3637;1910;955;320;80;15;3629;1815;608;152;29
Castillo Himeji;Himeji Castle;95;96;10117;3798;1935;970;325;80;15;3677;1843;618;152;29
Castillo Himeji;Himeji Castle;96;97;10370;3985;1960;980;325;80;15;3724;1862;618;152;29
Castillo Himeji;Himeji Castle;97;98;10629;4148;1985;995;330;85;15;3772;1891;627;162;29
Castillo Himeji;Himeji Castle;98;99;10895;4338;2010;1005;335;85;15;3819;1910;637;162;29
Castillo Himeji;Himeji Castle;99;100;11167;4544;2030;1015;340;85;15;3857;1929;646;162;29
Castillo Himeji;Himeji Castle;100;101;11447;4738;2055;1030;345;85;15;3905;1957;656;162;29
Castillo Himeji;Himeji Castle;101;102;11733;4958;2080;1040;345;85;15;3952;1976;656;162;29
Castillo Himeji;Himeji Castle;102;103;12026;5147;2105;1055;350;90;20;4000;2005;665;171;38
Castillo Himeji;Himeji Castle;103;104;12327;5372;2130;1065;355;90;20;4047;2024;675;171;38
Castillo Himeji;Himeji Castle;104;105;12635;5595;2155;1080;360;90;20;4095;2052;684;171;38
Castillo Himeji;Himeji Castle;105;106;12951;5835;2180;1090;365;90;20;4142;2071;694;171;38
Castillo Himeji;Himeji Castle;106;107;13274;6062;2205;1105;370;95;20;4190;2100;703;181;38
Castillo Himeji;Himeji Castle;107;108;13606;6328;2230;1115;370;95;20;4237;2119;703;181;38
Castillo Himeji;Himeji Castle;108;109;13946;6582;2255;1130;375;95;20;4285;2147;713;181;38
Castillo Himeji;Himeji Castle;109;110;14295;6856;2280;1140;380;95;20;4332;2166;722;181;38
Castillo Himeji;Himeji Castle;110;111;14652;7126;2305;1155;385;95;20;4380;2195;732;181;38
Castillo Himeji;Himeji Castle;111;112;15019;7409;2330;1165;390;100;20;4427;2214;741;190;38
